43216,145.418365,285.480011
43215,144.305206,280.690002
43214,143.559769,283.459991
43213,153.051575,283.369995
43210,152.316086,290.23999
43209,153.975906,300.079987
43208,154.223129,293.350006
43207,151.61235,287.690002
43206,150.455322,291.209991
43203,148.566467,300.339996
43202,148.477463,294.079987
43201,145.164551,300.929993
43200,146.450165,304.700012
43199,141.495651,289.660004
43196,141.406647,299.299988
43195,146.489731,305.720001
43194,143.572388,286.940002
43193,143.45372,267.529999
43192,142.296677,252.479996
43188,145.748032,266.130005
43187,143.552612,257.779999
43186,145.36235,279.179993
43185,147.537994,304.179993
43182,142.692245,301.540009
43181,145.273346,309.100006
43180,154.074799,316.529999
43179,152.35405,310.549988
43178,150.465195,313.559998
43175,154.727493,321.350006
43174,152.858429,325.600006
43173,150.850876,326.630005
43172,151.988159,341.839996
43171,152.789185,345.51001
43168,156.497665,327.170013
43167,151.889252,329.100006
43166,149.832291,332.299988
43165,152.047501,328.200012
43164,149.446609,333.350006
43161,144.759109,335.119995
43160,148.566467,330.929993
43159,152.917755,343.059998
43158,159.474319,350.98999
43157,161.877441,357.420013
43154,160.611603,352.049988
43153,157.100906,346.170013
43152,153.511093,333.299988
43151,153.837448,334.769989
43147,154.559357,335.48999
43146,158.208511,334.070007
43145,156.309769,322.309998
43144,152.26506,323.660004
43143,150.603653,315.730011
43140,147.55777,310.420013
43139,144.373428,315.230011
43138,152.630951,345
43137,154.67804,333.970001
43136,149.407074,333.130005
43133,155.746078,343.75
43132,160.443497,349.25
43131,160.977493,354.309998
43130,161.946655,345.820007
43129,160.779724,349.529999
43126,165.210098,342.850006
43125,167.494522,337.640015
43124,166.475937,345.890015
43123,167.553864,352.790009
43122,168.997696,351.559998
43119,168.52301,350.019989
43118,166.189148,344.570007
43117,165.864304,347.160004
43116,166.661636,340.059998
43112,167.636139,336.220001
43111,166.553375,337.950012
43110,163.275452,334.799988
43109,163.826675,333.690002
43108,163.432938,336.410004
43105,159.42662,316.579987
43104,156.94603,314.619995
43103,154.819824,317.25
43102,154.583557,320.529999
43098,155.115128,311.350006
43097,155.941986,315.359985
43096,155.056061,311.640015
43095,153.992966,317.290009
43091,153.313751,325.200012
43090,152.221115,331.660004
43089,150.134277,328.980011
43088,148.549454,331.100006
43087,147.427292,338.869995
43084,144.395462,343.450012
43083,143.991882,337.890015
43082,146.246078,339.029999
43081,141.176605,341.029999
43080,141.521149,328.910004
43077,141.609741,315.130005
43076,140.654892,311.23999
43075,138.144791,313.26001
43074,137.947906,303.700012
43073,139.286652,305.200012
43070,139.306335,306.529999
43069,138.942123,308.850006
43068,135.900452,307.540009
43067,136.815918,317.549988
43066,135.044067,316.809998
43063,135.240936,315.549988
43061,135.851242,312.600006
43060,135.447662,317.809998
43059,134.768448,308.73999
43056,134.000641,315.049988
43055,134.227036,312.5
43054,132.002396,311.299988
43053,135.388596,308.700012
43052,134.394379,315.399994
43049,134.345169,302.98999
43048,133.222992,302.98999
43047,135.142487,304.390015
43046,136.638718,306.049988
43045,135.555923,302.779999
43042,134.492844,306.089996
43041,134.335327,299.26001
43040,134.158127,321.079987
43039,133.675812,331.529999
43038,134.355026,320.079987
43035,135.654358,320.869995
43034,134.797974,326.170013
43033,134.699539,325.839996
43032,136.077652,337.339996
43031,129.620239,337.019989
43028,129.305252,345.100006
43027,128.724487,351.809998
43026,128.470078,359.649994
43025,127.73616,355.75
43024,128.64621,350.600006
43021,127.902527,355.570007
43020,127.198006,355.679993
43019,125.83786,354.600006
43018,125.436661,355.589996
43017,124.154785,342.940002
43014,124.203728,356.880005
43013,123.685104,355.329987
43012,124.017792,355.01001
43011,122.814224,348.140015
43010,122.041191,341.529999
43007,122.031403,341.100006
43006,122.540237,339.600006
43005,121.845474,340.970001
43004,121.835701,345.25
43003,121.649773,344.98999
43000,121.757408,351.089996
42999,122.109688,366.480011
42998,122.168388,373.910004
42997,122.06076,375.100006
42996,121.170303,385
42993,118.763138,379.809998
42992,117.892258,377.640015
42991,117.060509,366.230011
42990,118.342377,362.75
42989,116.316841,363.690002
42986,115.289391,343.399994
42985,115.240456,350.609985
42984,114.46743,344.529999
42983,115.759087,349.589996
42979,115.73951,355.399994
