22077,-0.000517358
22080,0.000344964
22081,-0.001380535
22082,-0.005888483
22083,-0.001216651
22084,-0.00104404
22087,-0.004886554
22088,-0.000875103
22089,0.002972255
22090,0.005397436
22091,0.001561551
22094,-0.006086411
22095,-0.006826018
22096,0
22097,-0.000351326
22098,0.002456625
22102,-0.00070128
22103,-0.001404019
22104,0.005254925
22105,0.002442838
22108,-0.008927884
22109,-0.010961903
22110,-0.002670264
22111,0.000356461
22112,-0.001248106
22115,-0.006263967
22116,0
22117,-0.001617106
22118,-0.009213379
22119,-0.006920388
22122,-0.009917455
22123,0.006072298
22124,-0.006256922
22125,0.007357068
22126,0.017078867
22129,0.000360249
22130,-0.008863185
22131,-0.00583092
22132,0.003101873
22133,0.009970173
22136,0.001441979
22137,0.005747142
22138,0.004110452
22139,0.003738304
22140,0.00672928
22143,-0.000882829
22144,0.001941234
22145,0.002113403
22146,-0.000527919
22147,0.003514272
22150,0.003152384
22151,0.009744309
22152,0.00552583
22153,-0.004833412
22154,-0.003293235
22157,-0.002781626
22158,-0.010500604
22159,0.002108946
22160,0.00227972
22161,-0.001577702
22165,-0.008987601
22166,-0.012469007
22167,-0.000896602
22168,0.00661601
22171,-0.006974901
22172,0.001972228
22173,-0.007010058
22174,-0.003976112
22175,-0.001994019
22178,-0.0229431
22179,0.002781072
22180,0.010315104
22181,-0.003855674
22182,-0.008498093
22185,-0.015707147
22186,-0.00226419
22187,-0.008727033
22188,0.002664112
22189,0.016959159
22192,-0.002993995
22193,-0.006958166
22194,0.00752019
22195,0.006161946
22196,0.005754039
22199,0.002033836
22200,0.001476597
22201,-0.001291852
22202,0.007726271
22203,0.005300223
22206,-0.004201303
22207,-0.005138624
22208,-0.001841584
22209,-0.007214886
22210,-0.002602716
22213,-0.019169916
22214,-0.00953296
22215,0.016152332
22216,0.010687268
22217,-0.00392412
22220,-0.000374551
22221,0.010248855
22222,0.005177563
22223,0.00386561
22224,0.008597912
22227,0.003817821
22229,0.004345417
22230,0.019324309
22231,-0.009973386
22234,-0.005024217
22235,0.003949754
22236,-0.001972918
22237,-0.002696667
22238,0.00484873
22241,0.001968681
22242,-0.003761742
22243,0.001434685
22245,0.005896595
22248,-0.001783203
22249,-0.003575849
22250,-0.005207895
22251,-0.004330609
22252,0.001626164
22255,-0.001445312
22256,0.00288861
22257,0.009866418
22258,0.002317947
22259,0.008865306
22262,0.003524162
22263,0.000527618
22264,-0.0007035
22265,-0.002818888
22266,0.009132501
22269,-0.001224526
22270,-0.00070042
22271,0.008025148
22272,-0.002784063
