40787,-0.014770198,-0.01005401
40788,-0.015766525,-0.018355943
40792,-0.01130396,0.015043463
40793,0.019026006,0.010999194
40794,0.00842594,0.000546797
40795,-0.018476276,-0.017462074
40798,0.005810592,0.006468926
40799,0.005777024,0.012267846
40800,0.017510916,0.01193936
40801,0.018321694,0.00948553
40802,0.004805036,0.018880137
40805,0.00331309,0.027413147
40806,-0.008488702,0.004412021
40807,-0.037384002,-0.003052402
40808,-0.036438899,-0.025457171
40809,0,0.006252191
40812,0.015049789,-0.002773927
40813,0.009000256,-0.009769792
40814,-0.003512199,-0.005625894
40815,-0.005095053,-0.016353013
40816,-0.022249627,-0.024123778
40819,-0.014569258,-0.017781539
40820,0.032487317,-0.005622204
40821,0.021472619,0.015478164
40822,0.017231903,-0.002408524
40823,-0.003422707,-0.020236778
40826,0.025946182,0.050024271
40827,0.002224695,0.029100705
40828,-0.00148258,0.004884867
40829,0.008127123,0.015370305
40830,0.003305788,0.032706894
40833,-0.010691346,-0.00482169
40834,0.012157085,0.005319161
40835,-0.006612809,-0.057490034
40836,-0.003322875,-0.008464166
40837,0.004428052,-0.006217268
40840,0.001103956,0.03243338
40841,-0.014074306,-0.020037259
40842,-0.008239747,0.00718986
40843,0.024518316,0.010083535
40844,-0.00995767,0.000691683
40847,-0.013057451,-0.000345781
40848,-0.024326551,-0.020792223
40849,0.000769231,0.002292568
40850,0.019795089,0.014167268
40851,-0.010610179,-0.006971098
40854,0.020735898,-0.00140007
40855,0.013343415,0.016156002
40856,-0.035985892,-0.027250595
40857,0.003048783,-0.025831033
40858,0.023689771,-0.00145481
40861,-0.005589729,-0.014111844
40862,-0.000747664,0.024971679
40863,-0.025375344,-0.010495934
40864,-0.020539377,-0.019286115
40865,-0.009441455,-0.006698946
40868,-0.011928571,-0.015807631
40869,-0.008435479,0.020092686
40870,-0.012992469,-0.02560863
40872,-0.006971527,-0.00938974
40875,0.023185907,0.033882299
40876,-0.001207001,-0.007847574
40877,0.029355539,0.023909952
40878,-0.011797227,0.014906657
40879,-0.002376239,0.004500863
40882,0.018853661,0.008407169
40883,-0.001557633,-0.005179045
40884,-0.002341008,-0.004846101
