42675,111.489998
42676,111.589996
42677,109.830002
42678,108.839996
42681,110.410004
42682,111.059998
42683,110.879997
42684,107.790001
42685,108.43
42688,105.709999
42689,107.110001
42690,109.989998
42691,109.949997
42692,110.059998
42695,111.730003
42696,111.800003
42697,111.230003
42699,111.790001
42702,111.57
42703,111.459999
42704,110.519997
42705,109.489998
42706,109.900002
42709,109.110001
42710,109.949997
42711,111.029999
42712,112.120003
42713,113.949997
42716,113.300003
42717,115.190002
42718,115.190002
42719,115.82
42720,115.970001
42723,116.639999
42724,116.949997
42725,117.059998
42726,116.290001
42727,116.519997
42731,117.260002
42732,116.760002
42733,116.730003
42734,115.82
42738,116.150002
42739,116.019997
42740,116.610001
42741,117.910004
42744,118.989998
42745,119.110001
42746,119.75
42747,119.25
42748,119.040001
42752,120
42753,119.989998
42754,119.779999
42755,120
42758,120.080002
42759,119.970001
42760,121.879997
42761,121.940002
42762,121.949997
42765,121.629997
42766,121.349998
42767,128.75
42768,128.529999
42769,129.080002
42772,130.289993
42773,131.529999
42774,132.039993
42775,132.419998
42776,132.119995
42779,133.289993
42780,135.020004
42781,135.509995
42782,135.350006
42783,135.720001
42787,136.699997
42788,137.110001
42789,136.529999
42790,136.660004
42793,136.929993
42794,136.990005
42795,139.789993
42796,138.960007
42797,139.779999
42800,139.339996
42801,139.520004
42802,139
42803,138.679993
42804,139.139999
42807,139.199997
42808,138.990005
42809,140.460007
42810,140.690002
42811,139.990005
42814,141.460007
42815,139.839996
42816,141.419998
42817,140.919998
42818,140.639999
42821,140.880005
42822,143.800003
42823,144.119995
42824,143.929993
42825,143.660004
42828,143.699997
42829,144.770004
42830,144.020004
42831,143.660004
42832,143.339996
42835,143.169998
42836,141.630005
42837,141.800003
42838,141.050003
42842,141.830002
42843,141.199997
42844,140.679993
42845,142.440002
42846,142.270004
42849,143.639999
42850,144.529999
42851,143.679993
42852,143.789993
42853,143.649994
42856,146.580002
42857,147.509995
42858,147.059998
42859,146.529999
42860,148.960007
42863,153.009995
42864,153.990005
42865,153.259995
42866,153.949997
42867,156.100006
42870,155.699997
42871,155.470001
42872,150.25
42873,152.539993
42874,153.059998
42877,153.990005
42878,153.800003
42879,153.339996
42880,153.869995
42881,153.610001
42885,153.669998
42886,152.759995
42887,153.179993
42888,155.449997
42891,153.929993
42892,154.449997
42893,155.369995
42894,154.990005
42895,148.979996
42898,145.419998
42899,146.589996
42900,145.160004
42901,144.289993
42902,142.270004
42905,146.339996
42906,145.009995
42907,145.869995
42908,145.630005
42909,146.279999
42912,145.820007
42913,143.729996
42914,145.830002
42915,143.679993
42916,144.020004
42919,143.5
42921,144.089996
42922,142.729996
42923,144.179993
42926,145.059998
42927,145.529999
42928,145.740005
42929,147.770004
42930,149.039993
42933,149.559998
42934,150.080002
42935,151.020004
42936,150.339996
42937,150.270004
42940,152.089996
42941,152.740005
42942,153.460007
42943,150.559998
42944,149.5
42947,148.729996
42948,150.050003
42949,157.139999
42950,155.570007
42951,156.389999
42954,158.809998
42955,160.080002
42956,161.059998
42957,155.320007
42958,157.479996
42961,159.850006
42962,161.600006
42963,160.949997
42964,157.860001
42965,157.5
42968,157.210007
42969,159.779999
42970,159.979996
42971,159.270004
42972,159.860001
42975,161.470001
42976,162.910004
42977,163.350006
42978,164
42979,164.050003
42983,162.080002
42984,161.910004
42985,161.259995
42986,158.630005
42989,161.5
42990,160.860001
42991,159.649994
42992,158.279999
42993,159.880005
